prices,carburant,chevaux,BoiteVitesse,seller_type,city ,type ,KMS,modele,marque,Anciennete
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",42499.5,CLASSE C COUPE,Mercedes-Benz,6
85000,Diesel,8,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",274999.5,GOLF 5,Volkswagen,14
98000,Diesel,11,Automatique,shop,Temara,"Voitures d'occasion, Vente",224999.5,XF,Jaguar,13
218000,Diesel,7,Automatique,shop,Tetouan,"Voitures d'occasion, Vente",104999.5,Classe A,Mercedes-Benz,8
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,A6,Audi,4
65000,Diesel,8,Manuelle,private,Meknes,"Voitures d'occasion, Vente",274999.5,Hilux,Toyota,29
178000,Diesel,6,Automatique,private,Fes,"Voitures d'occasion, Vente",97499.5,Megane Coupe,Renault,3
115000,Diesel,7,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",144999.5,Duster,Dacia,9
39000,Essence,8,Manuelle,private,Rabat,"Voitures d'occasion, Vente",97499.5,Aveo,Chevrolet,12
62000,Diesel,8,Manuelle,shop,Fes,"Voitures d'occasion, Vente",184999.5,190,Mercedes-Benz,30
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",12499.5,Classe A,Mercedes-Benz,1
,Essence,7,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",62499.5,Logan,Dacia,3
80000,Essence,5,Manuelle,private,Khouribga,"Voitures d'occasion, Vente",62499.5,Panda,Fiat,3
65000,Diesel,8,Manuelle,private,Agadir,"Voitures d'occasion, Vente",224999.5,Passat,Volkswagen,18
65000,Diesel,10,Manuelle,private,Tanger,"Voitures d'occasion, Vente",324999.5,190,Mercedes-Benz,31
65000,Diesel,8,Manuelle,private,Agadir,"Voitures d'occasion, Vente",224999.5,Passat,Volkswagen,18
,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",194999.5,Passat,Volkswagen,4
199000,Diesel,6,,private,Fes,"Voitures d'occasion, Vente",57499.5,Megane,Renault,2
,Diesel,6,Automatique,shop,Rabat,"Voitures d'occasion, Vente",97499.5,Classe GLA,Mercedes-Benz,4
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",42499.5,CLASSE C COUPE,Mercedes-Benz,6
85000,Diesel,8,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",274999.5,GOLF 5,Volkswagen,14
245000,Diesel,,Automatique,private,Casablanca,"Voitures d'occasion, Vente",154999.5,Range Rover Evoque,Land Rover,9
,Diesel,6,Automatique,shop,Marrakech,"Voitures d'occasion, Vente",104999.5,CRETA,Hyundai,5
,Diesel,6,Automatique,shop,Marrakech,"Voitures d'occasion, Vente",82499.5,Clio,Renault,3
49000,Essence,11,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,Laguna,Renault,13
,Diesel,12,Automatique,private,Beni Mellal,"Voitures d'occasion, Vente",37499.5,280,Mercedes-Benz,16
129000,Diesel,6,Manuelle,private,Fes,"Voitures d'occasion, Vente",114999.5,308,Peugeot,6
105000,Diesel,7,Manuelle,shop,Fes,"Voitures d'occasion, Vente",154999.5,Megane 3,Renault,9
,Diesel,9,Automatique,shop,Rabat,"Voitures d'occasion, Vente",124999.5,Range Rover Evoque,Land Rover,9
85000,Diesel,11,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",274999.5,Prado,Toyota,18
142000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",7499.5,Lodgy,Dacia,1
85000,Essence,4,,shop,Casablanca,"Voitures d'occasion, Vente",124999.5,500,Fiat,7
165000,Diesel,6,Manuelle,private,Fes,"Voitures d'occasion, Vente",2499.5,Berlingo,Citroen,2
40000,Diesel,7,Manuelle,private,Temara,"Voitures d'occasion, Vente",224999.5,Clio,Renault,22
56000,Diesel,8,Manuelle,shop,Temara,"Voitures d'occasion, Vente",184999.5,159,Alfa Romeo,14
143000,Diesel,8,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",124999.5,GOLF 7,Volkswagen,7
98000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",92499.5,Clio,Renault,5
56000,Diesel,8,Manuelle,shop,Temara,"Voitures d'occasion, Vente",184999.5,159,Alfa Romeo,14
143000,Diesel,8,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",124999.5,GOLF 7,Volkswagen,7
98000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",92499.5,Clio,Renault,5
92000,Diesel,7,Manuelle,private,Kenitra,"Voitures d'occasion, Vente",274999.5,Megane 3,Renault,11
63000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",144999.5,Sandero,Dacia,13
97000,Essence,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",97499.5,Fabia,Skoda,5
97000,Diesel,,Manuelle,shop,Tetouan,"Voitures d'occasion, Vente",224999.5,Passat,Volkswagen,15
83000,Diesel,5,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",134999.5,Punto,Fiat,6
63000,Diesel,8,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",184999.5,VERSO,Toyota,17
97000,Diesel,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",114999.5,Logan,Dacia,4
88000,Diesel,11,Automatique,private,Casablanca,"Voitures d'occasion, Vente",224999.5,A6,Audi,12
340000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",12499.5,5008,Peugeot,2
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Tiguan,Volkswagen,0
43000,Essence,8,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",224999.5,Polo,Volkswagen,20
278000,Diesel,6,Automatique,shop,Fes,"Voitures d'occasion, Vente",67499.5,Tucson,Hyundai,3
240000,Diesel,12,Automatique,private,Casablanca,"Voitures d'occasion, Vente",124999.5,Grand Cherokee,Jeep,4
55000,Essence,8,Manuelle,private,Rabat,"Voitures d'occasion, Vente",114999.5,Logan,Dacia,13
33000,Diesel,,,private,Agadir,"Voitures d'occasion, Vente",82499.5,405,Peugeot,33
250000,Diesel,8,Automatique,shop,Marrakech,"Voitures d'occasion, Vente",114999.5,Range Rover Evoque,Land Rover,6
120000,Diesel,6,Manuelle,private,Meknes,"Voitures d'occasion, Vente",104999.5,C4,Citroen,6
109000,Diesel,6,Manuelle,private,Sale,"Voitures d'occasion, Vente",52499.5,Logan,Dacia,4
,Diesel,41,,private,Fes,"Voitures d'occasion, Vente",154999.5,GOLF 7,Volkswagen,7
54000,Essence,7,,private,Casablanca,"Voitures d'occasion, Vente",144999.5,GRANDE PUNTO,Fiat,13
86000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",144999.5,Logan,Dacia,5
,Diesel,,Automatique,shop,Tetouan,"Voitures d'occasion, Vente",72499.5,Classe C,Mercedes-Benz,4
,Essence,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",72499.5,Clio,Renault,4
260000,Diesel,9,Automatique,private,Casablanca,"Voitures d'occasion, Vente",134999.5,Range Rover Evoque,Land Rover,7
72000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",224999.5,308,Peugeot,13
,Diesel,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",114999.5,Duster,Dacia,6
40000,Diesel,6,Manuelle,private,Temara,"Voitures d'occasion, Vente",224999.5,Clio,Renault,22
,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",2499.5,208,Peugeot,0
119000,Essence,14,,shop,Rabat,"Voitures d'occasion, Vente",184999.5,M3,BMW,13
82000,Diesel,12,,shop,Marrakech,"Voitures d'occasion, Vente",474999.5,Touareg,Volkswagen,13
36000,Essence,9,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",224999.5,Aveo,Chevrolet,15
108000,Diesel,10,,shop,Casablanca,"Voitures d'occasion, Vente",274999.5,Touareg,Volkswagen,12
36000,Essence,9,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",224999.5,Aveo,Chevrolet,15
108000,Diesel,10,,shop,Casablanca,"Voitures d'occasion, Vente",274999.5,Touareg,Volkswagen,12
270000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,Serie 5,BMW,4
165000,Diesel,8,,shop,Tanger,"Voitures d'occasion, Vente",92499.5,Caddy,Volkswagen,3
265000,Diesel,8,,shop,Marrakech,"Voitures d'occasion, Vente",47499.5,Passat,Volkswagen,4
132000,Diesel,8,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",134999.5,Serie 1,BMW,10
67000,Diesel,11,Automatique,shop,Temara,"Voitures d'occasion, Vente",224999.5,Touareg,Volkswagen,14
112000,Diesel,5,,shop,Rabat,"Voitures d'occasion, Vente",97499.5,Mito,Alfa Romeo,6
120000,Diesel,8,,shop,Agadir,"Voitures d'occasion, Vente",224999.5,Insignia,Opel,9
,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",52499.5,Velar,Land Rover,2
47000,Diesel,11,Automatique,private,Casablanca,"Voitures d'occasion, Vente",194999.5,270,Mercedes-Benz,16
163000,Diesel,9,,shop,Casablanca,"Voitures d'occasion, Vente",224999.5,Classe C,Mercedes-Benz,11
109000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",274999.5,Latitude,Renault,10
103000,Diesel,6,,shop,Fes,"Voitures d'occasion, Vente",144999.5,Clio,Renault,7
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",92499.5,Velar,Land Rover,3
335000,Diesel,8,,shop,Rabat,"Voitures d'occasion, Vente",37499.5,Tiguan,Volkswagen,3
127000,Diesel,9,,shop,Casablanca,"Voitures d'occasion, Vente",274999.5,Santa Fe,Hyundai,10
,Diesel,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",114999.5,ix 35,Hyundai,7
100000,Diesel,5,,shop,Tanger,"Voitures d'occasion, Vente",42499.5,FIORINO,Fiat,4
300000,Diesel,9,,shop,Tanger,"Voitures d'occasion, Vente",104999.5,Sprinter,Mercedes-Benz,8
59000,Diesel,8,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",224999.5,Tucson,Hyundai,16
,Essence,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",22499.5,500,Fiat,2
155000,Diesel,6,Manuelle,shop,Tetouan,"Voitures d'occasion, Vente",194999.5,Caddy,Volkswagen,7
,Essence,21,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",32499.5,Macan,Porsche,2
,Diesel,6,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",97499.5,Renegade,Jeep,4
,Diesel,,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",32499.5,Giulietta,Alfa Romeo,1
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",37499.5,XF,Jaguar,4
,Diesel,12,Automatique,shop,Rabat,"Voitures d'occasion, Vente",124999.5,Grand Cherokee,Jeep,7
,Diesel,8,Automatique,shop,Marrakech,"Voitures d'occasion, Vente",124999.5,Range Rover Evoque,Land Rover,5
240000,Diesel,11,Manuelle,shop,Tetouan,"Voitures d'occasion, Vente",62499.5,Prado,Toyota,4
165000,Diesel,8,Automatique,shop,Fes,"Voitures d'occasion, Vente",124999.5,Kuga,Ford,6
,Diesel,7,Automatique,shop,Rabat,"Voitures d'occasion, Vente",97499.5,Classe C,Mercedes-Benz,5
525000,Diesel,9,Automatique,shop,Tetouan,"Voitures d'occasion, Vente",17499.5,Range Rover Evoque,Land Rover,2
197000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",52499.5,Kadjar,Renault,4
,Diesel,8,Automatique,shop,Rabat,"Voitures d'occasion, Vente",62499.5,COCCINELLE,Volkswagen,5
238000,Diesel,8,Automatique,shop,Fes,"Voitures d'occasion, Vente",154999.5,Tiguan,Volkswagen,10
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Land Cruiser,Toyota,0
,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Classe C,Mercedes-Benz,1
,Diesel,12,Automatique,shop,Marrakech,"Voitures d'occasion, Vente",104999.5,Grand Cherokee,Jeep,5
89000,Essence,9,Automatique,shop,Fes,"Voitures d'occasion, Vente",174999.5,Jazz,Honda,12
580000,Diesel,9,Automatique,shop,Tetouan,"Voitures d'occasion, Vente",7499.5,Tiguan,Volkswagen,1
96000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",124999.5,Fiesta,Ford,5
355000,Diesel,8,Automatique,shop,Fes,"Voitures d'occasion, Vente",164999.5,Tiguan,Volkswagen,5
151000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,i 30,Hyundai,5
255000,Diesel,8,,shop,Fes,"Voitures d'occasion, Vente",52499.5,Leon,Seat,2
415000,Diesel,8,Automatique,shop,Fes,"Voitures d'occasion, Vente",134999.5,Tiguan,Volkswagen,5
267000,Diesel,8,,shop,Rabat,"Voitures d'occasion, Vente",374999.5,Q5,Audi,9
,Diesel,8,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",134999.5,Octavia,Skoda,4
76000,Essence,11,,shop,Casablanca,"Voitures d'occasion, Vente",154999.5,S60,Volvo,10
220000,Diesel,8,,shop,Agadir,"Voitures d'occasion, Vente",32499.5,Superb,Skoda,4
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,Range Rover Sport,Land Rover,4
239000,Diesel,9,Automatique,shop,Fes,"Voitures d'occasion, Vente",184999.5,Classe C,Mercedes-Benz,9
,Diesel,9,Automatique,shop,Rabat,"Voitures d'occasion, Vente",144999.5,Range Rover Evoque,Land Rover,10
193000,Diesel,6,,shop,Tanger,"Voitures d'occasion, Vente",52499.5,Kadjar,Renault,6
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",32499.5,XC60,Volvo,2
,Diesel,7,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",22499.5,Leon,Seat,4
,Diesel,9,Automatique,shop,Rabat,"Voitures d'occasion, Vente",104999.5,Classe C,Mercedes-Benz,7
135000,Diesel,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",144999.5,Polo,Volkswagen,8
150000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,Astra,Opel,5
165000,Diesel,6,,shop,Agadir,"Voitures d'occasion, Vente",27499.5,Crossland X,Opel,2
245000,Diesel,8,Automatique,shop,Fes,"Voitures d'occasion, Vente",144999.5,A3,Audi,8
100000,Essence,9,Automatique,private,Casablanca,"Voitures d'occasion, Vente",32499.5,207,Peugeot,8
170000,Diesel,8,,shop,Marrakech,"Voitures d'occasion, Vente",62499.5,XC60,Volvo,8
255000,Diesel,8,,shop,Fes,"Voitures d'occasion, Vente",174999.5,GOLF 7,Volkswagen,8
58000,Diesel,6,,shop,Tanger,"Voitures d'occasion, Vente",224999.5,Clio,Renault,14
107000,Diesel,9,,shop,Marrakech,"Voitures d'occasion, Vente",174999.5,CR-V,Honda,11
149000,Diesel,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",92499.5,Leon,Seat,6
240000,Diesel,8,,shop,Agadir,"Voitures d'occasion, Vente",134999.5,X3,BMW,7
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Q3,Audi,0
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",62499.5,Macan,Porsche,5
255000,Diesel,8,,shop,Fes,"Voitures d'occasion, Vente",174999.5,GOLF 7,Volkswagen,8
58000,Diesel,6,,shop,Tanger,"Voitures d'occasion, Vente",224999.5,Clio,Renault,14
107000,Diesel,9,,shop,Marrakech,"Voitures d'occasion, Vente",174999.5,CR-V,Honda,11
149000,Diesel,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",92499.5,Leon,Seat,6
240000,Diesel,8,,shop,Agadir,"Voitures d'occasion, Vente",134999.5,X3,BMW,7
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Q3,Audi,0
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",62499.5,Macan,Porsche,5
,Diesel,6,,private,Casablanca,"Voitures d'occasion, Vente",92499.5,Qashqai,Nissan,7
249000,Diesel,8,Automatique,private,Fes,"Voitures d'occasion, Vente",22499.5,GOLF 7,Volkswagen,1
193000,Diesel,9,Automatique,shop,Rabat,"Voitures d'occasion, Vente",82499.5,RAV 4,Toyota,5
140000,Diesel,8,Automatique,shop,Fes,"Voitures d'occasion, Vente",144999.5,CR-V,Honda,11
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",77499.5,Jetta,Volkswagen,5
127000,Diesel,6,Manuelle,shop,Sale,"Voitures d'occasion, Vente",12499.5,Dokker,Dacia,1
206000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",12499.5,Megane,Renault,3
197000,Diesel,8,Manuelle,private,Fes,"Voitures d'occasion, Vente",47499.5,Passat,Volkswagen,2
158000,Diesel,6,,shop,Tanger,"Voitures d'occasion, Vente",144999.5,Qashqai,Nissan,7
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Range Rover,Land Rover,6
240000,Diesel,12,,shop,Rabat,"Voitures d'occasion, Vente",164999.5,Classe M,Mercedes-Benz,9
111000,Diesel,6,,shop,Tanger,"Voitures d'occasion, Vente",174999.5,Kangoo,Renault,7
127000,Diesel,6,Manuelle,private,Fes,"Voitures d'occasion, Vente",72499.5,Accent,Hyundai,4
,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",92499.5,Focus,Ford,6
,Diesel,6,Manuelle,private,Kenitra,"Voitures d'occasion, Vente",32499.5,Kangoo,Renault,2
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",82499.5,Range Rover Sport,Land Rover,6
,Diesel,,Automatique,shop,Tanger,"Voitures d'occasion, Vente",17499.5,Q8,Audi,3
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",82499.5,Talisman,Renault,5
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",72499.5,Range Rover Evoque,Land Rover,4
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Q3,Audi,1
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",82499.5,Passat,Volkswagen,5
125000,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",57499.5,Clio,Renault,5
,Essence,16,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",62499.5,F-Type,Jaguar,8
238000,Diesel,12,,shop,Fes,"Voitures d'occasion, Vente",224999.5,Classe CLS,Mercedes-Benz,9
260000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,Range Rover Evoque,Land Rover,7
149000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",224999.5,Passat,Volkswagen,9
165000,Diesel,12,,shop,Casablanca,"Voitures d'occasion, Vente",224999.5,Touareg,Volkswagen,7
,Diesel,,,shop,Casablanca,"Voitures d'occasion, Vente",67499.5,Tiguan,Volkswagen,4
125000,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",57499.5,Clio,Renault,5
,Essence,16,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",62499.5,F-Type,Jaguar,8
238000,Diesel,12,,shop,Fes,"Voitures d'occasion, Vente",224999.5,Classe CLS,Mercedes-Benz,9
260000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,Range Rover Evoque,Land Rover,7
149000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",224999.5,Passat,Volkswagen,9
165000,Diesel,12,,shop,Casablanca,"Voitures d'occasion, Vente",224999.5,Touareg,Volkswagen,7
,Diesel,,,shop,Casablanca,"Voitures d'occasion, Vente",67499.5,Tiguan,Volkswagen,4
210000,Diesel,9,,shop,Rabat,"Voitures d'occasion, Vente",7499.5,Ducato,Fiat,2
80000,Diesel,9,,shop,Marrakech,"Voitures d'occasion, Vente",224999.5,Santa Fe,Hyundai,16
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",144999.5,X1,BMW,8
165000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",154999.5,X1,BMW,8
78000,Diesel,7,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",184999.5,Doblo,Fiat,10
120000,Diesel,9,,shop,Marrakech,"Voitures d'occasion, Vente",224999.5,Santa Fe,Hyundai,14
,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,Accord,Honda,8
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",67499.5,Classe E,Mercedes-Benz,5
,Diesel,6,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",77499.5,Kadjar,Renault,5
230000,Diesel,6,,private,Casablanca,"Voitures d'occasion, Vente",87499.5,Classe A,Mercedes-Benz,5
257000,Diesel,9,,shop,Fes,"Voitures d'occasion, Vente",174999.5,Range Rover Evoque,Land Rover,7
740000,Diesel,12,,shop,Tanger,"Voitures d'occasion, Vente",87499.5,Classe GLS,Mercedes-Benz,4
175000,Diesel,10,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",92499.5,Boxer,Peugeot,4
,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",47499.5,Micra,Nissan,3
138000,Diesel,6,,shop,Tanger,"Voitures d'occasion, Vente",82499.5,Duster,Dacia,5
75000,Diesel,7,Manuelle,shop,Fquih Ben Saleh,"Voitures d'occasion, Vente",224999.5,Kangoo,Renault,14
99000,Diesel,9,Automatique,shop,Fes,"Voitures d'occasion, Vente",114999.5,Santa Fe,Hyundai,12
110000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",164999.5,Classe B,Mercedes-Benz,11
97000,Diesel,6,,shop,Fes,"Voitures d'occasion, Vente",57499.5,C3,Citroen,7
55000,Diesel,7,,shop,Fes,"Voitures d'occasion, Vente",134999.5,Partner,Peugeot,19
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,Discovery,Land Rover,4
158000,Diesel,8,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,COUGAR,Ford,6
60000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",224999.5,Partner,Peugeot,14
295000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,Discovery,Land Rover,5
,Diesel,12,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",224999.5,Touareg,Volkswagen,9
,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",82499.5,Clio,Renault,3
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",92499.5,Ateca,Seat,5
123000,Essence,7,,shop,Casablanca,"Voitures d'occasion, Vente",17499.5,i 20,Hyundai,3
110000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",164999.5,Classe B,Mercedes-Benz,11
97000,Diesel,6,,shop,Fes,"Voitures d'occasion, Vente",57499.5,C3,Citroen,7
55000,Diesel,7,,shop,Fes,"Voitures d'occasion, Vente",134999.5,Partner,Peugeot,19
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,Discovery,Land Rover,4
158000,Diesel,8,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,COUGAR,Ford,6
60000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",224999.5,Partner,Peugeot,14
295000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,Discovery,Land Rover,5
,Diesel,12,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",224999.5,Touareg,Volkswagen,9
,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",82499.5,Clio,Renault,3
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",92499.5,Ateca,Seat,5
123000,Essence,7,,shop,Casablanca,"Voitures d'occasion, Vente",17499.5,i 20,Hyundai,3
125000,Essence,7,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",17499.5,i 20,Hyundai,1
135000,Diesel,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",194999.5,ix 35,Hyundai,9
168000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",37499.5,Giulietta,Alfa Romeo,4
277000,Diesel,9,,private,Casablanca,"Voitures d'occasion, Vente",104999.5,220,Mercedes-Benz,6
212000,Diesel,8,,shop,Agadir,"Voitures d'occasion, Vente",114999.5,Serie 3,BMW,8
140000,Diesel,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",87499.5,Duster,Dacia,3
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",77499.5,Macan,Porsche,4
115000,Diesel,9,,shop,Casablanca,"Voitures d'occasion, Vente",144999.5,Captiva,Chevrolet,8
,Diesel,6,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",77499.5,Qashqai,Nissan,3
460000,Diesel,8,,shop,Marrakech,"Voitures d'occasion, Vente",114999.5,Range Rover Sport,Land Rover,3
133000,Diesel,5,,shop,Fes,"Voitures d'occasion, Vente",92499.5,500L,Fiat,6
,Essence,17,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",37499.5,Cayenne,Porsche,3
117000,Diesel,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",67499.5,208,Peugeot,3
330000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,Classe E,Mercedes-Benz,5
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",124999.5,Serie 3,BMW,6
140000,Diesel,6,,shop,Agadir,"Voitures d'occasion, Vente",224999.5,Octavia,Skoda,6
,Essence,21,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",82499.5,Macan,Porsche,7
149000,Diesel,12,,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Grand Cherokee,Jeep,9
,Diesel,,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",82499.5,Tucson,Hyundai,3
110000,Diesel,9,Automatique,shop,Fes,"Voitures d'occasion, Vente",194999.5,220,Mercedes-Benz,18
330000,Diesel,8,,shop,Tanger,"Voitures d'occasion, Vente",42499.5,Discovery,Land Rover,6
170000,Diesel,6,,shop,Rabat,"Voitures d'occasion, Vente",154999.5,A3,Audi,7
133000,Diesel,9,,shop,Casablanca,"Voitures d'occasion, Vente",274999.5,Classe C,Mercedes-Benz,12
250000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",144999.5,X1,BMW,5
110000,Diesel,9,Automatique,shop,Fes,"Voitures d'occasion, Vente",194999.5,220,Mercedes-Benz,18
330000,Diesel,8,,shop,Tanger,"Voitures d'occasion, Vente",42499.5,Discovery,Land Rover,6
170000,Diesel,6,,shop,Rabat,"Voitures d'occasion, Vente",154999.5,A3,Audi,7
133000,Diesel,9,,shop,Casablanca,"Voitures d'occasion, Vente",274999.5,Classe C,Mercedes-Benz,12
250000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",144999.5,X1,BMW,5
,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",124999.5,208,Peugeot,4
151000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",37499.5,Partner,Peugeot,3
78000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",174999.5,Sandero,Dacia,9
147000,Diesel,8,,shop,Fes,"Voitures d'occasion, Vente",174999.5,Tiguan,Volkswagen,13
